Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,Revenue,OrderMonth
563557,22457,NATURAL SLATE HEART CHALKBOARD ,6,17-08-11 13:33,2.95,15786,United Kingdom,17.7,2011-08-01
571055,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,63,13-10-11 14:08,0.85,14975,United Kingdom,53.55,2011-10-01
546230,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,10-03-11 12:26,4.25,13871,United Kingdom,17,2011-03-01
551085,47566,PARTY BUNTING,4,26-04-11 12:29,4.95,14854,United Kingdom,19.8,2011-04-01
547485,20973,12 PENCIL SMALL TUBE WOODLAND,6,23-03-11 11:16,0.65,17019,United Kingdom,3.9,2011-03-01
573665,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,31-10-11 16:24,0.29,13982,United Kingdom,13.92,2011-10-01
553739,23171,REGENCY TEA PLATE GREEN ,12,19-05-11 9:23,1.65,14895,United Kingdom,19.8,2011-05-01
574733,22386,JUMBO BAG PINK POLKADOT,20,06-11-11 15:17,2.08,17082,United Kingdom,41.6,2011-11-01
538508,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,3,12-12-10 13:32,0.85,15998,United Kingdom,2.55,2010-12-01
560996,23198,PANTRY MAGNETIC  SHOPPING LIST,3,22-07-11 13:53,1.45,17625,United Kingdom,4.35,2011-07-01
542112,20685,DOORMAT RED RETROSPOT,2,25-01-11 13:55,7.95,13168,United Kingdom,15.9,2011-01-01
552231,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,06-05-11 15:47,0.85,17364,United Kingdom,10.2,2011-05-01
568131,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,23-09-11 16:05,12.75,16872,United Kingdom,12.75,2011-09-01
561468,22960,JAM MAKING SET WITH JARS,24,27-07-11 13:00,3.75,12709,Germany,90,2011-07-01
541813,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,21-01-11 15:36,0.42,18239,United Kingdom,5.04,2011-01-01
572318,23211,RED ROCKING HORSE HAND PAINTED,2,23-10-11 16:19,1.25,15436,United Kingdom,2.5,2011-10-01
564301,22974,CHILDRENS DOLLY GIRL MUG,12,24-08-11 11:54,1.65,14299,United Kingdom,19.8,2011-08-01
580696,22654,DELUXE SEWING KIT ,1,05-12-11 16:04,5.95,17757,United Kingdom,5.95,2011-12-01
550519,22524,CHILDRENS GARDEN GLOVES BLUE,10,19-04-11 9:31,1.25,13141,United Kingdom,12.5,2011-04-01
558613,23207,LUNCH BAG ALPHABET DESIGN,10,30-06-11 15:46,1.65,14911,EIRE,16.5,2011-06-01
552282,22999,TRAVEL CARD WALLET RETRO PETALS,10,08-05-11 12:44,0.42,14040,United Kingdom,4.2,2011-05-01
555340,22384,LUNCH BAG PINK POLKADOT,10,02-06-11 11:33,1.65,13334,United Kingdom,16.5,2011-06-01
542530,21355,TOAST ITS - I LOVE YOU ,12,28-01-11 13:08,1.25,15365,United Kingdom,15,2011-01-01
561685,22301,COFFEE MUG CAT + BIRD DESIGN,12,28-07-11 19:46,2.55,14315,United Kingdom,30.6,2011-07-01
567618,22899,CHILDREN'S APRON DOLLY GIRL ,6,21-09-11 12:26,2.1,12721,France,12.6,2011-09-01
561911,85161,ACRYLIC GEOMETRIC LAMP,1,01-08-11 10:26,18.95,12534,Germany,18.95,2011-08-01
567175,23402,HOME SWEET HOME 3 PEG HANGER ,1,18-09-11 13:38,3.75,13067,United Kingdom,3.75,2011-09-01
541414,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1,17-01-11 16:14,0.85,18212,United Kingdom,0.85,2011-01-01
541280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,17-01-11 11:57,2.95,15296,United Kingdom,35.4,2011-01-01
557115,22652,TRAVEL SEWING KIT,10,16-06-11 16:47,1.65,14107,United Kingdom,16.5,2011-06-01
557264,22248,DECORATION  PINK CHICK MAGIC GARDEN,16,19-06-11 11:09,0.85,13618,United Kingdom,13.6,2011-06-01
553856,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2,19-05-11 13:28,0.85,16813,United Kingdom,1.7,2011-05-01
546875,22659,LUNCH BOX I LOVE LONDON,12,17-03-11 16:38,1.95,12514,Italy,23.4,2011-03-01
543232,22295,HEART FILIGREE DOVE LARGE,12,04-02-11 13:28,1.65,13113,United Kingdom,19.8,2011-02-01
553014,72140E,BEST DAD CANDLE LETTERS,6,12-05-11 18:49,0.85,13451,United Kingdom,5.1,2011-05-01
567308,17003,BROCADE RING PURSE ,720,19-09-11 13:35,0.32,16422,United Kingdom,230.4,2011-09-01
544921,21892,TRADITIONAL WOODEN CATCH CUP GAME ,24,24-02-11 16:35,1.25,17090,United Kingdom,30,2011-02-01
539004,85150,LADIES & GENTLEMEN METAL SIGN,12,15-12-10 12:43,2.55,13426,United Kingdom,30.6,2010-12-01
573291,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,28-10-11 14:51,1.65,16554,United Kingdom,19.8,2011-10-01
575633,15056BL,EDWARDIAN PARASOL BLACK,4,10-11-11 13:44,5.95,15355,United Kingdom,23.8,2011-11-01
562537,23263,SET OF 3 WOODEN HEART DECORATIONS,12,05-08-11 15:02,1.25,12517,Germany,15,2011-08-01
562031,82582,AREA PATROLLED METAL SIGN,36,01-08-11 17:37,2.1,16984,United Kingdom,75.6,2011-08-01
543924,21407,BROWN CHECK CAT DOORSTOP ,1,14-02-11 14:14,4.25,16904,United Kingdom,4.25,2011-02-01
545658,21246,RED RETROSPOT BIG BOWL,2,04-03-11 14:13,4.95,14670,United Kingdom,9.9,2011-03-01
547895,22061,LARGE CAKE STAND  HANGING STRAWBERY,1,28-03-11 10:52,9.95,18118,United Kingdom,9.95,2011-03-01
549293,21195,PINK  HONEYCOMB PAPER BALL ,2,07-04-11 19:16,2.1,17883,United Kingdom,4.2,2011-04-01
563617,21519,GIN & TONIC DIET GREETING CARD ,12,18-08-11 9:45,0.42,15301,United Kingdom,5.04,2011-08-01
566495,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,13-09-11 11:14,3.25,15529,United Kingdom,3.25,2011-09-01
551539,23077,DOUGHNUT LIP GLOSS ,20,03-05-11 8:40,1.25,12598,France,25,2011-05-01
565766,22654,DELUXE SEWING KIT ,2,06-09-11 14:23,5.95,17841,United Kingdom,11.9,2011-09-01
563942,22116,METAL SIGN HIS DINNER IS SERVED,12,22-08-11 9:53,0.79,15801,United Kingdom,9.48,2011-08-01
571046,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,5,13-10-11 13:35,0.85,18096,United Kingdom,4.25,2011-10-01
563555,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,17-08-11 13:21,2.95,16755,United Kingdom,5.9,2011-08-01
554112,90013C,GREEN VINTAGE EARRINGS ,2,22-05-11 14:44,3.75,17611,United Kingdom,7.5,2011-05-01
565424,23439,HAND WARMER RED LOVE HEART,12,04-09-11 12:24,2.1,15215,United Kingdom,25.2,2011-09-01
554098,22960,JAM MAKING SET WITH JARS,6,22-05-11 13:01,4.25,14769,United Kingdom,25.5,2011-05-01
549830,21329,DINOSAURS  WRITING SET ,3,12-04-11 13:01,1.65,17811,United Kingdom,4.95,2011-04-01
543777,21908,CHOCOLATE THIS WAY METAL SIGN,3,11-02-11 16:20,2.1,15406,United Kingdom,6.3,2011-02-01
540691,82580,BATHROOM METAL SIGN,12,11-01-11 8:50,0.73,17450,United Kingdom,8.76,2011-01-01
563163,22811,SET OF 6 T-LIGHTS CACTI ,96,12-08-11 12:16,2.55,16013,United Kingdom,244.8,2011-08-01
539659,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,21-12-10 9:47,0.85,15034,United Kingdom,10.2,2010-12-01
580615,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,05-12-11 12:05,4.25,16873,United Kingdom,34,2011-12-01
551693,22452,MEASURING TAPE BABUSHKA PINK,6,03-05-11 13:36,2.95,15582,United Kingdom,17.7,2011-05-01
569206,85053,FRENCH ENAMEL CANDLEHOLDER,1,02-10-11 10:58,2.1,15038,United Kingdom,2.1,2011-10-01
543731,15056N,EDWARDIAN PARASOL NATURAL,3,11-02-11 11:57,5.95,17677,United Kingdom,17.85,2011-02-01
541406,22840,ROUND CAKE TIN VINTAGE RED,1,17-01-11 15:19,7.95,14657,United Kingdom,7.95,2011-01-01
565758,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,06-09-11 13:29,1.45,16928,United Kingdom,2.9,2011-09-01
556917,22028,PENNY FARTHING BIRTHDAY CARD,72,15-06-11 13:37,0.36,12415,Australia,25.92,2011-06-01
540532,22428,ENAMEL FIRE BUCKET CREAM,1,09-01-11 14:11,6.95,14702,United Kingdom,6.95,2011-01-01
541855,20886,BOX OF 9 PEBBLE CANDLES,1,23-01-11 14:59,1.95,13742,United Kingdom,1.95,2011-01-01
562540,22983,CARD BILLBOARD FONT,12,05-08-11 15:38,0.42,17400,United Kingdom,5.04,2011-08-01
544666,21534,DAIRY MAID LARGE MILK JUG,1,22-02-11 15:00,4.95,16907,United Kingdom,4.95,2011-02-01
538371,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4,12-12-10 11:07,4.95,15570,United Kingdom,19.8,2010-12-01
564192,22498,WOODEN REGATTA BUNTING,3,23-08-11 16:36,5.95,17719,United Kingdom,17.85,2011-08-01
559704,22891,TEA FOR ONE POLKADOT,3,12-07-11 9:54,4.25,12669,France,12.75,2011-07-01
552817,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,11-05-11 12:47,1.65,13136,United Kingdom,19.8,2011-05-01
566976,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,16-09-11 9:27,2.95,15382,United Kingdom,17.7,2011-09-01
542739,22224,WHITE LOVEBIRD LANTERN,12,31-01-11 15:57,2.55,17389,United Kingdom,30.6,2011-01-01
558770,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,03-07-11 15:19,0.39,12748,United Kingdom,0.39,2011-07-01
552040,48187,DOORMAT NEW ENGLAND,2,06-05-11 8:19,7.95,12502,Spain,15.9,2011-05-01
555592,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,06-06-11 10:04,1.25,14215,United Kingdom,15,2011-06-01
569629,23340,VINTAGE CHRISTMAS CAKE FRILL,12,05-10-11 11:37,1.65,15249,United Kingdom,19.8,2011-10-01
579910,20973,12 PENCIL SMALL TUBE WOODLAND,24,01-12-11 8:52,0.65,14911,EIRE,15.6,2011-12-01
545999,22776,SWEETHEART CAKESTAND 3 TIER,2,08-03-11 14:44,9.95,13089,United Kingdom,19.9,2011-03-01
563376,22356,CHARLOTTE BAG PINK POLKADOT,5,16-08-11 10:36,0.85,15752,United Kingdom,4.25,2011-08-01
570818,23217,LAUREL HEART ANTIQUE SILVER,1,12-10-11 12:47,1.25,17841,United Kingdom,1.25,2011-10-01
540516,90123C,GREEN HEART OF GLASS BRACELET,2,09-01-11 12:01,5.95,16326,United Kingdom,11.9,2011-01-01
556491,22470,HEART OF WICKER LARGE,3,12-06-11 14:15,2.95,16794,United Kingdom,8.85,2011-06-01
553053,21843,RED RETROSPOT CAKE STAND,3,13-05-11 10:20,10.95,12857,United Kingdom,32.85,2011-05-01
580393,22465,HANGING METAL STAR LANTERN,1,04-12-11 10:51,0.79,16438,United Kingdom,0.79,2011-12-01
571221,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,14-10-11 13:35,2.08,16416,United Kingdom,2.08,2011-10-01
542617,71279,PINK GLASS CANDLEHOLDER,2,30-01-11 15:48,2.95,17463,United Kingdom,5.9,2011-01-01
555495,22386,JUMBO BAG PINK POLKADOT,10,03-06-11 14:42,2.08,17068,United Kingdom,20.8,2011-06-01
543280,22178,VICTORIAN GLASS HANGING T-LIGHT,6,06-02-11 14:56,1.25,14438,United Kingdom,7.5,2011-02-01
540499,22796,PHOTO FRAME 3 CLASSIC HANGING,4,09-01-11 10:21,9.95,16923,United Kingdom,39.8,2011-01-01
559864,22978,PANTRY ROLLING PIN,6,13-07-11 10:38,3.75,14916,United Kingdom,22.5,2011-07-01
547069,22232,JIGSAW TOADSTOOLS 3 PIECE,2,20-03-11 13:52,1.65,16710,United Kingdom,3.3,2011-03-01
554376,22841,ROUND CAKE TIN VINTAGE GREEN,1,24-05-11 11:31,7.95,15719,United Kingdom,7.95,2011-05-01
564335,82600,NO SINGING METAL SIGN,2,24-08-11 14:23,2.1,15800,United Kingdom,4.2,2011-08-01
554658,22064,PINK DOUGHNUT TRINKET POT ,12,25-05-11 14:18,1.65,12839,United Kingdom,19.8,2011-05-01
567661,22865,HAND WARMER OWL DESIGN,1,21-09-11 15:06,2.1,13959,United Kingdom,2.1,2011-09-01
557621,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,4,21-06-11 14:00,8.5,12444,Norway,34,2011-06-01
537395,21175,GIN + TONIC DIET METAL SIGN,2,06-12-10 14:05,2.1,15356,United Kingdom,4.2,2010-12-01
576364,23419,HOME SWEET HOME BOTTLE ,5,14-11-11 17:40,2.08,15009,United Kingdom,10.4,2011-11-01
537759,82482,WOODEN PICTURE FRAME WHITE FINISH,6,08-12-10 11:42,2.55,13126,United Kingdom,15.3,2010-12-01
542729,22540,MINI JIGSAW CIRCUS PARADE ,24,31-01-11 15:17,0.42,15194,United Kingdom,10.08,2011-01-01
576538,20973,12 PENCIL SMALL TUBE WOODLAND,24,15-11-11 12:42,0.65,14725,United Kingdom,15.6,2011-11-01
539049,22835,HOT WATER BOTTLE I AM SO POORLY,24,15-12-10 16:21,4.25,15615,United Kingdom,102,2010-12-01
557064,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,16-06-11 15:07,1.25,13263,United Kingdom,1.25,2011-06-01
568346,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,26-09-11 15:28,14.13,14096,United Kingdom,14.13,2011-09-01
546486,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,14-03-11 11:41,7.95,15039,United Kingdom,15.9,2011-03-01
546015,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,08-03-11 16:48,0.85,14336,United Kingdom,10.2,2011-03-01
545978,22587,FELTCRAFT HAIRBAND RED AND BLUE,5,08-03-11 12:19,0.85,13975,United Kingdom,4.25,2011-03-01
540779,22491,PACK OF 12 COLOURED PENCILS,12,11-01-11 11:18,0.85,15346,United Kingdom,10.2,2011-01-01
552325,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,09-05-11 9:47,2.55,12490,France,15.3,2011-05-01
546762,21244,BLUE POLKADOT PLATE ,2,16-03-11 14:12,1.69,17961,United Kingdom,3.38,2011-03-01
542791,22667,RECIPE BOX RETROSPOT ,1,01-02-11 10:47,2.95,15039,United Kingdom,2.95,2011-02-01
542227,21843,RED RETROSPOT CAKE STAND,1,26-01-11 13:33,10.95,14243,United Kingdom,10.95,2011-01-01
565800,22796,PHOTO FRAME 3 CLASSIC HANGING,4,07-09-11 10:23,9.95,14911,EIRE,39.8,2011-09-01
551656,84879,ASSORTED COLOUR BIRD ORNAMENT,16,03-05-11 12:10,1.69,14911,EIRE,27.04,2011-05-01
540458,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,07-01-11 12:28,0.42,12501,Germany,10.5,2011-01-01
565415,21164,HOME SWEET HOME METAL SIGN ,1,04-09-11 12:00,2.95,14067,United Kingdom,2.95,2011-09-01
559834,22863,SOAP DISH BROCANTE,8,13-07-11 10:02,2.95,12576,Poland,23.6,2011-07-01
564745,21179,NO JUNK MAIL METAL SIGN,6,28-08-11 15:27,0.39,16806,United Kingdom,2.34,2011-08-01
572559,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,24,25-10-11 8:44,0.42,12476,Germany,10.08,2011-10-01
548319,22487,WHITE WOOD GARDEN PLANT LADDER,1,30-03-11 12:48,9.95,14180,United Kingdom,9.95,2011-03-01
541789,22509,SEWING BOX RETROSPOT DESIGN ,5,21-01-11 13:07,14.95,14088,United Kingdom,74.75,2011-01-01
578088,22227,HANGING HEART MIRROR DECORATION ,6,22-11-11 16:47,0.65,16376,United Kingdom,3.9,2011-11-01
573330,21803,CHRISTMAS TREE STAR DECORATION,1,30-10-11 11:22,0.42,16923,United Kingdom,0.42,2011-10-01
544393,21928,JUMBO BAG SCANDINAVIAN PAISLEY,3,18-02-11 11:56,1.95,16393,United Kingdom,5.85,2011-02-01
560024,84508A,CAMOUFLAGE DESIGN TEDDY,2,14-07-11 13:00,2.55,15005,United Kingdom,5.1,2011-07-01
572667,23215,JINGLE BELL HEART ANTIQUE SILVER,12,25-10-11 13:05,2.08,15963,United Kingdom,24.96,2011-10-01
580527,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,04-12-11 15:19,0.29,13736,United Kingdom,0.29,2011-12-01
549020,72801C,4 ROSE PINK DINNER CANDLES,48,05-04-11 15:36,1.06,13525,United Kingdom,50.88,2011-04-01
558295,21429,RED GINGHAM ROSE JEWELLERY BOX,8,28-06-11 10:38,1.95,14481,United Kingdom,15.6,2011-06-01
546005,22977,DOLLY GIRL CHILDRENS EGG CUP,12,08-03-11 15:17,1.25,14426,United Kingdom,15,2011-03-01
540813,16207B,PINK HEART RED HANDBAG,2,11-01-11 12:41,2.95,14669,United Kingdom,5.9,2011-01-01
540968,21733,RED HANGING HEART T-LIGHT HOLDER,6,12-01-11 13:40,2.95,17338,United Kingdom,17.7,2011-01-01
559948,22652,TRAVEL SEWING KIT,20,14-07-11 10:41,1.65,12653,Israel,33,2011-07-01
563441,20845,ZINC HEART LATTICE 2 WALL PLANTER,1,16-08-11 13:13,6.35,13140,United Kingdom,6.35,2011-08-01
580982,23084,RABBIT NIGHT LIGHT,4,06-12-11 16:21,2.08,17861,United Kingdom,8.32,2011-12-01
569129,23321,SMALL WHITE HEART OF WICKER,6,30-09-11 13:40,1.65,15034,United Kingdom,9.9,2011-09-01
551218,21916,SET 12 RETRO WHITE CHALK STICKS,6,27-04-11 11:41,0.42,18077,United Kingdom,2.52,2011-04-01
536409,21867,PINK UNION JACK  LUGGAGE TAG,1,01-12-10 11:45,1.25,17908,United Kingdom,1.25,2010-12-01
540247,21714,CITRONELLA CANDLE GARDEN POT,6,05-01-11 15:56,1.25,15464,United Kingdom,7.5,2011-01-01
537179,22866,HAND WARMER SCOTTY DOG DESIGN,72,05-12-10 13:29,2.1,13767,United Kingdom,151.2,2010-12-01
559921,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,13-07-11 15:42,2.55,13667,United Kingdom,7.65,2011-07-01
560248,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,12,17-07-11 12:24,0.55,16255,United Kingdom,6.6,2011-07-01
572465,23458,DOLLY CABINET 3 DRAWERS ,2,24-10-11 13:26,14.95,14474,United Kingdom,29.9,2011-10-01
540798,21746,SMALL RED RETROSPOT WINDMILL,12,11-01-11 12:11,1.25,17365,United Kingdom,15,2011-01-01
566200,84992,72 SWEETHEART FAIRY CAKE CASES,1,09-09-11 14:14,0.55,16910,United Kingdom,0.55,2011-09-01
572283,21808,"CHRISTMAS GARLAND STARS,TREES",3,23-10-11 11:42,3.75,15000,United Kingdom,11.25,2011-10-01
544591,22708,WRAP DOLLY GIRL,25,21-02-11 15:20,0.42,13044,United Kingdom,10.5,2011-02-01
564740,22195,LARGE HEART MEASURING SPOONS,1,28-08-11 14:39,1.65,14044,United Kingdom,1.65,2011-08-01
549568,21936,RED RETROSPOT PICNIC BAG,4,10-04-11 15:09,2.95,15665,United Kingdom,11.8,2011-04-01
580364,23310,BUBBLEGUM RING ASSORTED,36,02-12-11 16:34,0.42,13309,United Kingdom,15.12,2011-12-01
548461,22282,12 EGG HOUSE PAINTED WOOD,1,31-03-11 12:08,12.75,14527,United Kingdom,12.75,2011-03-01
560261,23294,SET OF 6 SNACK LOAF BAKING CASES,4,17-07-11 13:35,0.83,12841,United Kingdom,3.32,2011-07-01
580399,22626,BLACK KITCHEN SCALES,1,04-12-11 11:45,8.5,13471,United Kingdom,8.5,2011-12-01
574824,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,07-11-11 10:43,1.25,13097,United Kingdom,15,2011-11-01
562608,22697,GREEN REGENCY TEACUP AND SAUCER,6,08-08-11 11:45,2.95,15502,United Kingdom,17.7,2011-08-01
551876,84843,WHITE SOAP RACK WITH 2 BOTTLES,2,05-05-11 8:18,5.95,14867,United Kingdom,11.9,2011-05-01
558752,22381,TOY TIDY PINK POLKADOT,4,03-07-11 11:40,2.1,16931,United Kingdom,8.4,2011-07-01
537192,22865,HAND WARMER OWL DESIGN,1,05-12-10 13:42,2.1,16402,United Kingdom,2.1,2010-12-01
549188,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,07-04-11 10:10,2.55,13731,United Kingdom,20.4,2011-04-01
577495,20719,WOODLAND CHARLOTTE BAG,1,20-11-11 12:20,0.85,14704,United Kingdom,0.85,2011-11-01
537850,22562,MONSTERS STENCIL CRAFT,12,08-12-10 15:38,1.25,16722,United Kingdom,15,2010-12-01
571038,23108,SET OF 10 LED DOLLY LIGHTS,1,13-10-11 12:58,6.25,15511,United Kingdom,6.25,2011-10-01
566605,35961,FOLKART ZINC HEART CHRISTMAS DEC,2,13-09-11 16:27,0.85,13263,United Kingdom,1.7,2011-09-01
548534,21790,VINTAGE SNAP CARDS,24,31-03-11 17:28,0.85,18172,United Kingdom,20.4,2011-03-01
548714,22970,LONDON BUS COFFEE MUG,1,03-04-11 15:07,2.55,17337,United Kingdom,2.55,2011-04-01
540353,22197,SMALL POPCORN HOLDER,6,06-01-11 14:53,0.85,13764,United Kingdom,5.1,2011-01-01
579091,22908,PACK OF 20 NAPKINS RED APPLES,12,28-11-11 10:49,0.85,14893,United Kingdom,10.2,2011-11-01
573551,23111,PARISIENNE SEWING BOX,2,31-10-11 13:35,12.5,15044,United Kingdom,25,2011-10-01
564306,23286,BLUE VINTAGE SPOT BEAKER,48,24-08-11 12:23,0.85,17865,United Kingdom,40.8,2011-08-01
546082,40016,CHINESE DRAGON PAPER LANTERNS,600,09-03-11 11:25,0.25,12971,United Kingdom,150,2011-03-01
547387,22672,FRENCH BATHROOM SIGN BLUE METAL,12,22-03-11 16:00,1.65,12539,Spain,19.8,2011-03-01
540516,90123B,TURQUOISE HEART OF GLASS BRACELET,2,09-01-11 12:01,5.95,16326,United Kingdom,11.9,2011-01-01
574287,21122,SET/10 PINK POLKADOT PARTY CANDLES,2,03-11-11 15:09,1.25,14723,United Kingdom,2.5,2011-11-01
574480,23490,T-LIGHT HOLDER HANGING LOVE BIRD,6,04-11-11 12:42,3.75,15010,United Kingdom,22.5,2011-11-01
580705,POST,POSTAGE,5,05-12-11 16:28,1,12683,France,5,2011-12-01
538371,22699,ROSES REGENCY TEACUP AND SAUCER ,2,12-12-10 11:07,2.95,15570,United Kingdom,5.9,2010-12-01
567190,23202,JUMBO BAG VINTAGE LEAF,10,19-09-11 9:14,2.08,18226,United Kingdom,20.8,2011-09-01
552296,20725,LUNCH BAG RED RETROSPOT,1,08-05-11 14:09,1.65,15518,United Kingdom,1.65,2011-05-01
542226,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,26-01-11 13:20,3.75,17075,United Kingdom,7.5,2011-01-01
580545,23108,SET OF 10 LED DOLLY LIGHTS,2,05-12-11 9:16,6.25,12782,Portugal,12.5,2011-12-01
559804,22763,KEY CABINET MA CAMPAGNE,2,12-07-11 14:17,9.95,17405,United Kingdom,19.9,2011-07-01
558916,48187,DOORMAT NEW ENGLAND,10,05-07-11 9:33,6.75,16985,United Kingdom,67.5,2011-07-01
569229,23399,HOME SWEET HOME HANGING HEART,2,02-10-11 14:56,0.85,14502,United Kingdom,1.7,2011-10-01
578289,22282,12 EGG HOUSE PAINTED WOOD,1,23-11-11 14:07,12.75,17841,United Kingdom,12.75,2011-11-01
537192,85174,S/4 CACTI CANDLES,1,05-12-10 13:42,4.95,16402,United Kingdom,4.95,2010-12-01
556246,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,09-06-11 16:16,1.65,16113,United Kingdom,1.65,2011-06-01
577701,22631,CIRCUS PARADE LUNCH BOX ,1,21-11-11 12:11,1.95,13673,United Kingdom,1.95,2011-11-01
564199,22413,METAL SIGN TAKE IT OR LEAVE IT ,3,23-08-11 17:31,2.95,13263,United Kingdom,8.85,2011-08-01
570425,23369,SET 36 COLOUR PENCILS LOVE LONDON,16,10-10-11 13:54,1.25,15128,United Kingdom,20,2011-10-01
537131,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,05-12-10 12:26,2.95,15716,United Kingdom,2.95,2010-12-01
553194,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,6,15-05-11 13:37,1.25,16283,United Kingdom,7.5,2011-05-01
546521,21471,STRAWBERRY RAFFIA FOOD COVER,48,14-03-11 12:34,2.95,16013,United Kingdom,141.6,2011-03-01
537567,20828,GLITTER BUTTERFLY CLIPS,22,07-12-10 11:59,2.55,18119,United Kingdom,56.1,2010-12-01
562540,15036,ASSORTED COLOURS SILK FAN,12,05-08-11 15:38,0.83,17400,United Kingdom,9.96,2011-08-01
557063,72802C,VANILLA SCENT CANDLE JEWELLED BOX,4,16-06-11 15:01,4.25,17368,United Kingdom,17,2011-06-01
552969,21907,I'M ON HOLIDAY METAL SIGN,12,12-05-11 13:37,2.1,14021,United Kingdom,25.2,2011-05-01
540033,21908,CHOCOLATE THIS WAY METAL SIGN,12,04-01-11 14:12,2.1,13680,United Kingdom,25.2,2011-01-01
558232,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,12,27-06-11 14:30,0.79,17841,United Kingdom,9.48,2011-06-01
555594,84912B,GREEN ROSE WASHBAG,4,06-06-11 10:09,3.75,13880,United Kingdom,15,2011-06-01
551152,22998,TRAVEL CARD WALLET KEEP CALM,24,26-04-11 14:47,0.42,13230,United Kingdom,10.08,2011-04-01
546520,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,14-03-11 12:28,1.25,14911,EIRE,15,2011-03-01
577126,84375,SET OF 20 KIDS COOKIE CUTTERS,36,17-11-11 19:22,2.1,12406,Denmark,75.6,2011-11-01
575985,23394,POSTE FRANCE CUSHION COVER,2,13-11-11 14:09,3.75,17841,United Kingdom,7.5,2011-11-01
556917,23241,TREASURE TIN GYMKHANA DESIGN,144,15-06-11 13:37,1.85,12415,Australia,266.4,2011-06-01
577130,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,17-11-11 19:58,165,15861,United Kingdom,165,2011-11-01
543802,21034,REX CASH+CARRY JUMBO SHOPPER,1,13-02-11 12:03,0.95,13742,United Kingdom,0.95,2011-02-01
564975,23171,REGENCY TEA PLATE GREEN ,2,31-08-11 15:35,1.65,17097,Spain,3.3,2011-08-01
576379,23349,ROLL WRAP VINTAGE CHRISTMAS,24,15-11-11 9:21,1.25,16423,United Kingdom,30,2011-11-01
568059,22423,REGENCY CAKESTAND 3 TIER,3,23-09-11 12:58,12.75,13097,United Kingdom,38.25,2011-09-01
547887,22364,GLASS JAR DIGESTIVE BISCUITS,6,28-03-11 9:30,2.95,16245,United Kingdom,17.7,2011-03-01
561968,21866,UNION JACK FLAG LUGGAGE TAG,1,01-08-11 13:29,1.25,16332,United Kingdom,1.25,2011-08-01
564638,20963,APPLE BATH SPONGE,10,26-08-11 12:54,1.25,13812,Germany,12.5,2011-08-01
564733,21926,RED/CREAM STRIPE CUSHION COVER ,2,28-08-11 13:18,1.25,17841,United Kingdom,2.5,2011-08-01
545054,22269,EGG CUP NATURAL CHICKEN,6,27-02-11 12:41,1.25,14472,United Kingdom,7.5,2011-02-01
578719,22047,EMPIRE GIFT WRAP,25,25-11-11 11:25,0.42,17348,United Kingdom,10.5,2011-11-01
